,弹幕
1,卧槽，这个擦玻璃的好好玩23333
2,磨洋工(doge)
3,《八块七毛二》
4,英国?美国小弟嘛
5,大嘤的食物实在不敢恭维
6,时薪120的傻逼，你有关系自己知道就行了，秀尼玛。
7,白帽子是监理吧，工作就是看啊。。。
8,上手快很快能当你女朋友。hhh
9,他们可以掠夺别人 中国只能掠夺自己
10,，
11,like a fallen angle～
12,姐妹花
13,国外祖传技艺— 磨洋工
14,笑死了，低的可怜
15,职业平等
16,帕丁顿熊
17,哭泣的天使
18,干活慢倒是挺坑的
19,什么叫磨洋工啊！咩哈哈！（战术后仰）
20,人家消费也高啊，别拿英国的收入放到中国来换算
21,英国买车可不便宜……
22,中国收入少不很正常吗？
23,这种慢生活适合我
24,哈哈
25,我们的工人也比白领收入高
26,魔鬼九磅十五便士
27,我听我留学回来的同学说在英国开公交和华尔街精英一样。。。
28,ps：英镑应该是世界上最贵的钱了。跟人民币汇率1:9
29,拍摄：
30,还有还有还有中国白人和中国黑人
31,是鸟毛吧
32,你想表达什么
33,能一次做两个吗
34,羡慕的一批
35,羡慕
36,钱从何来？想过没？收入多了想过创造的社会价值，等价吗
37,摸鱼老手了
38,哈哈哈
39,诶
40,国内也是啊
41,说举报的肯定有人在那带节奏
42,再说这种介绍别国现状的视频也不至于扯到政治吧
43,那人家就在英国留学你让人家别吹英国，难道希望我们的互联网上全是说资本主义什么的不好的？
44,难道我们泱泱大国非得看非洲国家的介绍来满足自信
45,不是弹幕咋就咋样呢，这不就是介绍别的国家嘛
46,换算你老师，人家一个月能买lv你一个月能吗？
47,一看就是lidl
48,英国这么棒，为什么人均gdp和人类发展指数都被爱尔兰超了呀？
49,技术人员挣的真多！
50,请选择你的玻璃
51,这身材好棒  爱了爱了
52,吸老房子
53,快举报，打扰我996了
54,举报的有病？
55,没有仰望星空派差评
56,别换算，人家赚英镑花英镑
57,发达国家收入就是高
58,和中国正好相反
59,东北人又乱跑了
60,小伙深得磨洋工的精髓
61,英国速度
62,《天使等脏污》
63,比我一天多
64,比我多
65,蛇头忽悠中国人去英国啦​
66,中国 china
67,为什么这种视频都是这种口音？
68,就留个言差评吧 
69,英国这种国家工资确实高，这没什么问题……
70,哟呵，约翰迪尔
71,西方国家人工费特别高，比如我国如果人工费一块，他们起码一百
72,人家花的也是英镑啊
73,发达国家
74,天使哈哈哈哈哈哈哈哈哈
75,服务老外
76,九磅十五便士
77,我去，又出来换算汇率了，你咋不算越南盾呢
78,真羡慕有些人靠他们是靠当强盗才过上这种生活来安慰自己，不想想真正的原因
79,就是比中国优越啊，有什么不服气的？
80,承认人的优点就这么难吗，爱国青年们
81,lidl
82,法拉利
83,英国，我劝你别去
84,还是富有啊
85,为什么没有踩？
86,有些视频没有后续是有原因的
87,这菜：仰望星空
88,帕丁顿熊（bushi）
89,有次有个叔过来涂教室墙，边听我们讲课边慢悠悠刷，我当时就不想读书了
90,好臂力
91,磨洋工就是这个意思
92,帕丁顿熊那个
93,？前面的中国的蓝领工资也不比白领低嗷。
94,不是，如果一个国家真的都这样，这个国家该怎么运转呢
95,英国，我劝你别去
96,等一下，上手快是指啥
97,比当大学老师好一小时15磅左右
98,又开始换算了？
99,才五六万
100,感觉好好玩
101,人家不卷佛都哭了
102,慢工出细活
103,中国人多发钱能干的很好，但是要保证发给工人。
104,都是掠夺来的
105,好多美女
106,英镑不是美元
107,妹纸难顶
108,帕丁顿熊
109,英 国 美 食
110,有什么关系？这就是发达国家和发展中国家的区别
111,知道为什么叫磨洋工吗？中国工人这一点是跟美国工人学的
112,一小时最低130，WC
113,一小时比我一天工资还高
114,扭一扭
115,什么美元 人家是英镑好吗？
116,看什么看，没见过擦玻璃的
117,英国人也开始戴口罩了？
118,哈哈哈哈
119,白帽子是包工头好吧
120,在中国都是有公司的，工人就挣小头
121,因为白帽子大多数是管理人员，蓝帽子是工人啊
122,肯定不是两三千rmb
123,因为人家宝马奔驰便宜
124,美国应该不可能，其他英联邦国家都是这样
125,2-3千英镑真不少了
126,我也觉得，你首先得是白种人
127,卧槽弹幕都没去国外生活过吧，五六万年薪也就普通人
128,哈哈哈哈哈哈哈
129,英国白领就是底层
130,为什么不一条龙
131,衣服鞋子不便宜啊
132,xswl，事实就是这样，你举报就能让别人收入变少？
133,这大象腿
134,哈哈哈哈哈哈德国也是这，我同事干，我看
135,？
136,哈哈哈
137,什么司马中介
138,好高啊英国人
139,与你我有什么关系，好好学习，不要想着天上掉馅饼
140,约翰迪尔，贵
141,对于工人来说是好事，不会累得一身病
142,紫色的，诶嘿
143,帽子颜色不同各人职责不同
144,哈哈哈哈哈
145,都是 拳头产业赞下的利润
146,中国火车司机一年只有十多万
147,五六万英镑!五六十万人民币!你说多不多
148,中国蓝领赚的是底层工资
149,挺棒的
150,笑死，见到夸别的国家就生理不适
151,五六万是美元啊不多？
152,别想了 全都是白人
153,欧洲很多国家干活速度慢，但维持时间长
154,黑暗料理
155,我现在时薪大概就120
156,还英国白人？你去过英国吗？张口就来
157,中国不也是
158,换个国家吹
159,年薪五六万算多么？
160,不是？
161,蓝领高薪是社会发展趋势，以后都成脑力工作者体力工作反而成少数了。
162,幸福啊
163,我们有色人种外面没有信得过的人还是别乱跑了
164,这口罩带的
165,兄弟们快举报
166,先声明，有这待遇的仅限英国白人
167,你搁这糊弄鬼子呢？
168,后面那个小哥我可以
169,sir，this way
170,生活
171,外国土木确实做得好
172,挣得多
173,哇
174,中国工地也这样
175,开火车也下不去呀
176,保洁美女？保洁大妈？
177,洋月亮好圆哟
178,哇，这女的身材好棒
179,这是好事？。。。。
180,白帽子是监理，可他监理手机的是吗？
181,帕丁顿
182,人少人工贵
183,有技术的蓝领挣得多不正常？
184,这里面超级炫酷
185,想问。。。你的头发还好么？
186,敢问全国才多大点？？？？
187,那他吗是监理
188,蓝领挣得多不是常识吗
189,卧槽
190,汽修行业呢
191,好东西
